MLO 2001 09 01 00 00 -999  -99.9  -9 -999.90   14.6   12.3   11.0  18   0
MLO 2001 09 01 02 33  130    7.8  -9 -999.90   14.3   12.4   11.2  21   0
MLO 2001 09 01 02 34  131    6.6  -9 -999.90   13.7   11.8   10.8  21   0
MLO 2001 09 01 02 35  125    7.4  -9 -999.90   13.8   11.9   10.7  20   0
MLO 2001 09 01 02 36  128    7.7  -9 -999.90   13.2   11.3   10.4  20   0
MLO 2001 09 01 02 37  111    7.2  -9 -999.90   13.1   11.4   10.6  18   0
MLO 2001 09 01 02 38  121    6.5  -9 -999.90   13.1   11.2   10.6  18   0
MLO 2001 09 01 02 39  135    6.2  -9 -999.90   13.4   11.6   11.0  20   0
MLO 2001 09 01 02 40  121    6.7  -9 -999.90   13.5   11.9   11.0  21   0
MLO 2001 09 01 02 41  138    5.9  -9 -999.90   13.5   11.8   11.1  17   0
MLO 2001 09 01 02 42  125    5.2  -9 -999.90   14.2   12.2   11.4  17   0
MLO 2001 09 01 02 43  124    8.8  -9 -999.90   14.1   12.4   11.4  19   0
MLO 2001 09 01 02 44  131    7.6  -9 -999.90   13.9   12.2   11.1  16   0
MLO 2001 09 01 02 45  147    7.3  -9 -999.90   13.4   11.9   11.0  15   0
MLO 2001 09 01 02 46  124    6.5  -9 -999.90   13.8   12.0   11.2  15   0
MLO 2001 09 01 02 47  119    8.0  -9 -999.90   14.0   12.2   11.4  15   0
MLO 2001 09 01 02 48  129    7.6  -9 -999.90   13.8   11.9   11.4  15   0
MLO 2001 09 01 02 49  138    5.3  -9 -999.90   13.6   12.0   11.2  11   0
MLO 2001 09 01 02 50  128    8.7  -9 -999.90   13.8   12.4   11.5  11   0
MLO 2001 09 01 02 51  120    8.2  -9 -999.90   13.2   11.9   11.2  13   0
MLO 2001 09 01 02 52  121    7.8  -9 -999.90   13.4   11.8   11.2  13   0
MLO 2001 09 01 02 53  116    7.7  -9 -999.90   13.4   11.8   11.2  12   0
MLO 2001 09 01 02 54  117    6.7  -9 -999.90   13.6   12.2   11.3  11   0
MLO 2001 09 01 02 55  125    7.1  -9 -999.90   13.3   11.8   11.1  10   0
MLO 2001 09 01 02 56  122    8.1  -9 -999.90   13.4   11.8   11.0  11   0
MLO 2001 09 01 02 57  132    6.6  -9 -999.90   13.6   11.7   10.9  12   0
MLO 2001 09 01 02 58  124    6.2  -9 -999.90   13.3   11.7   10.9  13   0
MLO 2001 09 01 02 59  119    6.2  -9 -999.90   13.4   11.9   11.2  15   0
MLO 2001 09 01 03 00  125    7.4  -9 -999.90   13.5   11.9   11.0  16   0
MLO 2001 09 01 03 01  124    7.0  -9 -999.90   13.0   11.7   10.9  15   0
MLO 2001 09 01 03 02  123    7.2  -9 -999.90   13.0   11.6   11.1  14   0
MLO 2001 09 01 03 03  129    5.2  -9 -999.90   13.6   12.2   11.4  13   0
MLO 2001 09 01 03 04  127    7.3  -9 -999.90   13.9   12.4   11.2  12   0
MLO 2001 09 01 03 05  124    6.6  -9 -999.90   13.5   12.0   10.9  13   0
MLO 2001 09 01 03 06  134    6.6  -9 -999.90   13.2   11.6   10.8  14   0
MLO 2001 09 01 03 07  128    4.8  -9 -999.90   13.7   12.1   11.0  15   0
MLO 2001 09 01 03 08  129    7.2  -9 -999.90   13.6   12.1   10.8  16   0
MLO 2001 09 01 03 09  124    7.4  -9 -999.90   12.9   11.5   10.6  19   0
MLO 2001 09 01 03 10  118    6.4  -9 -999.90   12.8   11.2   10.5  22   0
MLO 2001 09 01 03 11  119    7.8  -9 -999.90   13.2   11.4   10.7  19   0
MLO 2001 09 01 03 12  127    6.5  -9 -999.90   13.0   11.4   10.8  15   0
MLO 2001 09 01 03 13  123    6.5  -9 -999.90   13.4   12.0   11.2  14   0
